,Unnamed: 0,os_dialog_id,emotion,confidence,os_dialog
702952,702952,3076281,afraid,0.8579905999999999,"- What are you doing ? Are you leaving before it 's time ?
- I 've got orders , The captain gave them .
- He 's scared too ."
705989,705989,7981902,afraid,0.8570323000000001,"- Hard to believe somebody lived here . The boys must have broken in so they 'd have a warm place to sleep . It looks like they 've been burning the furniture .
- What about their parents ?
- That must have been the mother I saw on the porch . I 'm afraid she 's dead ."
706876,706876,7424210,afraid,0.85675603,"- What did she say about being unhappy ?
- It 's just like I told you , Mr Jesse . She say she scared all the time and I know she cried a lot . She say she don 't know how she could stand it ."
709756,709756,3540927,afraid,0.85581416,"- So stop fucking worrying ! Give me a cigarette !
- You can 't smoke here , Dad .
- I want a cigarette !
- He looked as if he was scared ."
711597,711597,6308339,afraid,0.8552290000000001,"- Why didn 't you tell him it had sleeping pills ?
- I was afraid .
- Why did you make him drink ?
- He was afraid ."
711754,711754,5152691,afraid,0.8551863000000001,"- Ryan , look at me . You know what happened to Bob that night , don 't you ?
- I know that you 're not at peace . They told me that you dropped out of school and ... You must be carrying a terrible burden and I know you 're scared ."
712677,712677,2233500,afraid,0.8548945,"- I was afraid .
- Don 't speak , don 't think about anything . I am a coward .
- We 're all afraid ."
713881,713881,7585941,afraid,0.8545254000000001,"- People were scared .
- I was scared . She must have been scared too ."
713882,713882,6917281,afraid,0.8545254000000001,"- People were scared .
- I was scared . She must have been scared too ."
720070,720070,1186239,afraid,0.85253596,"- What 's happenin with the jump off bacchos ?
- We got the cheese , where 's the nachos ?
- Why you got the club on lock , yo ?
- It 's rough up in here . It 's saturday night ."
735536,735536,7590565,afraid,0.84758747,"- I will ask you to walk with me as far as Hirokoji , please .
- I 'm afraid to stay here alone ."
735819,735819,8607340,afraid,0.8474903,"- People in this town don 't change , do they ?
- Don 't pay any attention . I 've been thinking about what you said .
- You 're right . I 'm scared ."
737213,737213,7115095,afraid,0.8470367,"- Now you 've totally lost it .
- Okay , so you broke out of prison . Good start .
- Aren 't you afraid of getting caught ?
- We 're afraid of so many other things ."
752713,752713,1203632,afraid,0.8420208,"- Can you manage ?
- I can feel his fear ... He 's ... He 's even more scared than I am ..."
757580,757580,5640340,afraid,0.84042907,"- Competition 's not for you . You don 't have the fighting spirit , the will to win . I sense something holding you back .
- You 're afraid ."
760114,760114,1004112,afraid,0.83960265,"- Did you have a nightmare , Thieu ?
- I dreamed that your dad returned and tried to cut my hair .
- You can 't sleep either ?
- I 'm afraid to sleep in my room alone .
- Can 't you sleep here ?
- I 'm afraid to sleep alone ."
760180,760180,3699956,afraid,0.83958346,"- Vice captain
- There 're children on the streets Leave Tech Thunder first Take the kids to the shelter Got it Wow Your dad looks frightened Is it ok that we came here Miirin"
764036,764036,5412317,afraid,0.8383143,"- What did I tell you ?
- I 've never had faith in the king .
- Say something . You 're driving me nuts . She must be scared . She 's all alone ."
764576,764576,2960092,afraid,0.8381318999999999,"- Why are you leaving ?
- Leaving ? I 'm not going anywhere .
- You 're afraid ."
766923,766923,1429605,afraid,0.8373550999999999,"- Where 's Erika ?
- She 's not feeling well so she told us to get out ."
771075,771075,465168,afraid,0.8359880999999999,"- It 's dangerous .
- I am not afraid .
- Today , everyone is afraid ."
771778,771778,8080227,afraid,0.8357443000000001,"- Come on . We should get going .
- Your mom 's pretty worried ."
772243,772243,554868,afraid,0.83561146,"- Perhaps you have a cigarette ? You can speak Russian ?
- It 's so cold in here . There are so many rats , I 'm afraid ."
774149,774149,5670414,afraid,0.8350185999999999,"- Intramural dodgeball captains , meet your new MVP . You are just in time . We got smoked in our last game .
- You uh ... Sure you 're up for it ?
- Word is that gang practically killed you . There were , like , ten guys , right ? Are they still after you ? God , I bet they are .
- You must be so scared ."
775966,775966,6115232,afraid,0.8344232,"- Come out , little pup ! Alexei Antonov !
- You smell of fear ."
780999,780999,528651,afraid,0.8327796000000001,"- What happened to your boss , Chotu ?
- He looks worried ."
783284,783284,7271291,afraid,0.8320618000000001,"- Xena , what is it ?
- It 's Gabrielle . She 's afraid ."
784331,784331,5644650,afraid,0.8317389000000001,"- Why aren 't you saying anything ?
- I know you 're frightened ."
784332,784332,5471251,afraid,0.8317389000000001,"- Why aren 't you saying anything ?
- I know you 're frightened ."
788591,788591,3793887,afraid,0.83034855,"- Look , he gets scared and runs away . Do you know why ? Why ?
- He 's afraid to die ."
789505,789505,6559445,afraid,0.8300605,"- What do you think about pulling a ship over a mountain ?
- They won 't be able to do it ... because it 's not small .
- If it were a tiny little boat , they could do it quickly . But since it 's huge , the cables could pull out and kill us . Besides , it 's a three-story boat .
- Who could push such a big ship ... when we can 't even pull a canoe ?
- Are you afraid something will happen to you with the boat ?
- They 're afraid of losing their lives ."
791807,791807,3434263,afraid,0.8293105,"- Mr. Vuillard ? What ?
- You just woke up .
- The procedure went well .
- What did you do with my marrow ?
- We filtered it in the lab . Are you in pain ?
- No , no , calm down I 'll give you Temgesic . Help me , babe . It 's for your health . Here . My clothes .
- What room ?
- From here it 's a sterile environment ."
792553,792553,6039145,afraid,0.82905966,"- Yoo-ju , my baby . Let 's go home , it 's time to go home .
- Yoo-ju , I missed you so much , so I came here for you .
- Sweetie , it 's too dark in here ."
796215,796215,1394309,afraid,0.8278731,"- What , for lunch ?
- You 're hungry again ?
- You just had breakfast .
- What 'll we do this weekend ?
- Well , we 'll stay here ... Here , can you put them there ? OK .
- Where do I sleep ?
- In a room upstairs , I 'll show you later .
- I 'm afraid of sleeping alone ."
796685,796685,7400279,afraid,0.8277152,"- Ask him .
- Phillips people are not afraid .
- Isn 't that what your grandfather used to say ?
- I 've heard the children say it .
- Phillips people are not afraid .
- You 're afraid ."
798536,798536,978299,afraid,0.8271084999999999,"- I understand why you pulled . What are you talking about ?
- I always thought it was because you did not feel anything . But it was the opposite . Focus on the task .
- You were scared ."
802201,802201,1091874,afraid,0.8258998,"- Yamanobe !
- Ieji . Long time no see . You ... Did I scare you ?
- You were scared ."
803824,803824,7476504,afraid,0.82535094,"- We interrupt this program for a news flash . Arrested in connection with the tag incident was the scientist responsible for creating the girls , Professor Utonium . Upon incarceration , the Professor made this statement : Please , just let me go . My girls , they need me . They don 't know I 'm in jail .
- What if they try to go home themselves ?
- They can 't find their way if they don 't fly . Please , they 're only little girls who are probably cold , scared and maybe even lost ."
803825,803825,8184534,afraid,0.82535094,"- We interrupt this program for a news flash . Arrested in connection with the tag incident was the scientist responsible for creating the girls , Professor Utonium . Upon incarceration , the Professor made this statement : Please , just let me go . My girls , they need me . They don 't know I 'm in jail .
- What if they try to go home themselves ?
- They can 't find their way if they don 't fly . Please , they 're only little girls who are probably cold , scared and maybe even lost ."
818769,818769,7483314,afraid,0.82041377,"- I know Mariana fears the prejudices ... Iooming over her .
- I know Mariana is afraid ."
822191,822191,6664955,afraid,0.8192623,"- What are you creeps doing here ?
- Didn 't you know this is a private party ?
- Oh yeah , well this happens to be a public beach .
- Yeah but we 're telling you guys to get lost .
- You and whose army ?
- Just make sure you guys don 't cross over that line .
- Oh yeah , well we 're really scared ."
825235,825235,119588,afraid,0.81826043,"- It had gotten past the point of just a little incident here or there . It had become really dark ... And it wasn 't just for me . It was for my little children and for Matt too .
- I realized that my Mom 's not supermom .
- She 's scared . She needs support . And I 'm the oldest here ."
831141,831141,3678812,afraid,0.8163474000000001,"- See you downstairs .
- How bad is it ?
- We don 't know until we see if it 's spread .
- Is he gonna be okay ?
- He 's scared ."
831322,831322,2043025,afraid,0.81628966,"- Why doesn 't Scotty ever come down to practise ?
- Oh , Todd . Todd , he doesn 't want to build you up to think that he 's gonna be your dad . He just wants to be your friend .
- But why doesn 't he wanna be my dad ?
- I think he 's scared ."
838984,838984,1958990,afraid,0.81380165,"- All right , let 's go over it once again , shall we ? You met her at a party on Friday , you gave her your card . The next Tuesday , she called you , you bailed her out on the possession rap , and then you took her home .
- No , I didn 't take her home .
- That 's the point . She was afraid to go home ."
840199,840199,2041333,afraid,0.8134177,"- One more . Twist his arm .
- You think you can fool us by this kind of disguise ?
- His hand is cold .
- He 's scared ."
841788,841788,1938428,afraid,0.81289107,"- It 's alright , son . Old Sounder did his job . It 's just , when I realized there wasn 't gonna be no meat on the table , I just acted foolish for a minute . If anybody 's to blame , it 's me , ' cause I oughta nailed him on that first shot .
- It 's too dark , Daddy ."
841895,841895,441781,afraid,0.8128583,"- Why 'd you go that far ?
- She must have been scared ."
843985,843985,4606582,afraid,0.81219506,"- Listen to my plain words . That 's all you 'll get from me : Words . The rest is up to you ; would you dare to let me through ? Are you brave enough to leave me in control ?
- you 're all afraid"
844250,844250,19878,afraid,0.81211334,"- Morning . I must speak with Lieutenant Mills . I can 't let you leave . You 're a material witness in an ongoing investigation .
- I 'm afraid it can 't wait . Lieutenant Mills will be here shortly , sir . FRANK : We 've been over this . The circumstances surrounding Sheriff Corbin 's murder are opaque at best . That 's one way of putting it . Another way would be to say he was killed with an ax by a man with no head but that 'd make me sound crazy . You said it .
- Not just my words , sir . Two other officers went on record . They recanted .
- What ? What do you mean , they recanted ?
- Two men , in a firefight with an unknown assailant while ducking behind a police vehicle , at dawn , when the light was low ? They may not be the precinct 's finest , but they know how that 'll sound to an investigating committee . They 're scared .
- You 're damn right . The whole town 's scared ."
845275,845275,5781973,afraid,0.81177115,"- I know you 're afraid .
- I am , too . No family , no home ... Of course we 're afraid ."
846253,846253,6494613,afraid,0.81144327,"- He 's got away from us , Jack .
- I 'm afraid you 're right , Mr. Helpmann . He 's gone ."
846741,846741,2909734,afraid,0.8112916,"- Give me the coat .
- You 're afraid ."
847117,847117,4703270,afraid,0.81117034,"- I 've always wanted to have a go in one of those . Alex Hadley ?
- Sergeant Hathaway . Inspector Lewis . Oxford Police . We need a word about your housemate , Steven Mullan . Steven ?
- I 'm afraid ... he was found dead in your place earlier this morning ."
848416,848416,3487426,afraid,0.8107611,"- Good morning , this is Miss Holt here , of Holt 's Employment Agency . I 've just rung to say that one of our best women is on her way over to you now .
- Hello ? No , no , no ! That won 't be necessary .
- I 'm afraid that Mrs. Lafosse is dead ."
849610,849610,3121724,afraid,0.81036454,"- And look , don 't try to ... try to make me feel like a louse , either . I had to find something out , and I found it out , that 's all . We didn 't do no such a thing . That 's a war medicine bag . It 's forbidden for a Shoshone woman to even lay eyes on it .
- No wonder the poor little old thing 's half scared to death ."
853750,853750,137025,afraid,0.8090282,"- You think we 're crying because Father left us ?
- We were crying out of fear ."
856334,856334,868002,afraid,0.80816376,"- I want to call my parents . I have to see my boys . Of course . Be available to the police .
- Alex , if there 's anything you want , for you or the kids , I 'm here .
- Good luck . Thanks .
- I am commander Belmont . What is your relationship with the victim ?
- Etienne was a friend of 30 years . A part of my life goes with him , school , hard times , when I was a commoner that no one ... I was asking about the victim . I was a kitchen hand , then a chef , then bought my boss 's restaurant . I have 5 restaurants , 4 cafés and 2 clubs .
- What 's the relevance ?
- Larcher found me premises to buy for new places , like the last one , Touc-Touc , a great Thai restaurant . Go there , as my guest .
- It 's not a bribe , it 's a welcome .
- Thanks , but no . I 'm being nice .
- Don 't be surprised people can 't stand cops .
- What was Larcher working on ?
- For the past 3 years , tax exempt property : Mauritius , Guadeloupe , Reunion ... You 'll see at his office .
- Did you invest with him ?
- No . I do that locally . It earns less in the short term , but I have influence for business and things , if you know what I mean .
- That 's why people are nice to me here .
- I 'm not from here .
- Do your job . Find whoever killed my mate , that 's all I want . I 'd like to know if your father had spoken to you , if he felt threatened .
- Yesterday , when he came home , his shirt was torn , and he had some blood on his lip .
- Do you know where he 'd been ?
- The port . He went to pay Antoine for my sailing lessons .
- Antoine Morange , the sailor ? Did he hit him ?
- When I asked , he got annoyed . He said it was nothing and made me swear not to tell mum .
- I think he was scared ."
856588,856588,3084378,afraid,0.8080813,"- Where 're you going , dearie ? Stay and keep me company .
- He 's scared ."
858328,858328,7381495,afraid,0.8075321999999999,"- Well , I 'm all packed . Why don 't you take your hat off , make yourself cosy ?
- Hey , you 're scared to death ."
860197,860197,8322042,afraid,0.8068976999999999,"- I have to go . I 'll give you a lift , in case Giles shows up .
- I don 't want you to get drawn into this mess .
- What 's his connection with Tim Ball ? I don 't know . I think Ball put up some money for a skin mag when Giles wanted to go it alone . It went down . Now Ball wants his money back . He 's pressing quite hard . Giles should go to the police .
- I think he 's scared ."
860502,860502,712692,afraid,0.8068035,"- Mr Vanbrooke ? That 's right . DI Lewis , DI Hathaway . We 'd like to talk to you about Harrison Sax .
- I 've already told you lot . We haven 't seen him .
- Yeah , I 'm afraid his girlfriend , Chloe Ilson , was found murdered this morning ."
861394,861394,703433,afraid,0.80649805,"- You see this ? Your badge ?
- Mine .
- You ? Mine . You have nothing .
- Schaeffer , what makes you so sure ?
- I believe that he wears a uniform . Most of the victims trusted him initially . So maybe a security guard .
- We know that this subject collects trophies . Catherine 's commendation was gone . She accosted him at the hospital , Frank , reminded him that he wasn 't a cop and he didn 't carry a gun . She humiliated him .
- I know that you 're afraid . They 're always afraid ."
861429,861429,8773558,afraid,0.8064869,"- Haole boy .
- Thanks for taking me to the airport . No problem .
- You say good-bye to Kiani ? I 'm afraid she said good-bye to me this morning ."
861430,861430,2119638,afraid,0.8064869,"- Haole boy .
- Thanks for taking me to the airport . No problem .
- You say good-bye to Kiani ? I 'm afraid she said good-bye to me this morning ."
863955,863955,2252577,afraid,0.80565417,"- Helen , my dear , have I told you you 're looking particularly beautiful today ?
- Thank you , siegfried . So are you , Mrs. hall .
- Positively radiant .
- What was all that about ? Drink , if you ask me .
- I know . The all-clear 's been given on the foot and mouth scare .
- Afraid not . We 're still in the danger period .
- But surely- - - no , honestly , darling . It 's perfectly possible that some unfortunate farmer , this afternoon will look at his pigs or his cows , notice some are lame , or there are blisters he can 't account for ... And the whole thing will start all over again . Why isn 't siegfried worried ?
- That 's a different matter . I would say he just got his confidence back .
- Morning , Mr. farnon .
- Morning , Mrs. hall .
- Something the matter , Mr. farnon ?
- Oh , my goodness gracious . How you expect to eat your breakfast wearing them things , I don 't know .
- Perfectly simple , Mrs.- - perfectly simple , Mrs. hall , you simply remove it , thus . What you put them on for , at a time like this , I don 't know . Got a point , you know . It 's pretty revolting this time in the morning .
- That awful rubbery smell . It 's all very well , but when else can you find half an hour in which to practice ? And the half hour isn 't up yet !
- But surely we don 't need to put all this practice in ?
- Half an hour a day , that 's what they recommend ! But I can 't breathe ! Mrs. hall : I hope you 've got everything you want .
- Yes , thank you , Mrs. hall ! I 'm sure we have !
- Mrs. herriot , Mr. herriot . Morning , Mrs. hall . If it 's all right with you , Mr. farnon , I 'm going to church ! If I don 't hurry , I 'll miss the half past 9 : 00 service !
- Certainly , Mrs. hall . There 's no need to shout .
- Mrs. hall , may I come with you ?
- Of course . Are you sure ? Yes , I 'd like to . Do you think I 'm all right dressed like this ?
- My dear , you look absolutely splendid , as always . James : See you later , darling .
- What about breakfast ?
- Spiritual sustenance , much better than bacon and eggs . James : Doesn 't make you fat , either .
- Frankly ... Siegfried : I don 't feel all that hungry .
- Nor do I. Helen and I were listening to the wireless last night . Siegfried : Yes , I know . So was I. Dismal listening , wasn 't it ?
- What a gloomy way to spend a Saturday evening . You should have joined me at the drovers ' . We had quite a party .
- Helen got rather upset , I 'm afraid ."
866475,866475,8734999,afraid,0.80484617,"- This is where you played all these big games ? The ones I never went to ?
- You 're scared ."
866780,866780,6778443,afraid,0.80473596,"- You think ... I meant it ... when I called . I love you , too .
- You 're scared ."
866781,866781,6778411,afraid,0.80473596,"- You think ... I meant it ... when I called . I love you , too .
- You 're scared ."
867481,867481,4980446,afraid,0.80449224,"- It was about Nolan . Would 've been nice to know before he attacked me .
- No , he wasn 't trying to hurt you . He was trying to expose you . That was a test .
- Well , you definitely failed . It was a geyser , half the library staring . You didn 't even have a scratch .
- Yeah , I remember , because it was , like , five minutes ago .
- Why would Nolan do that ?
- He 's afraid ."
867686,867686,4062697,afraid,0.8044224,"- She told you to be somewhere .
- Didn 't you go ? l 'm going elsewhere because of her .
- Don 't act . You fight with everyone in the village . You beat others if they say anything wrong . But she shouts at you so much , but you never say anything . You have a soft corner for her . I can 't go after her .
- It is not good for a guy like me .
- Are you such a good man ? You kissed her when you were just 10 years old And daringIy accepted it before elders .
- Now acting innocence ?
- If you Iike her , take her away .
- We don 't know when we will get killed .
- How can I desire to live with her ?
- What would happen to our goal ? What goal ?
- I mean the TV , interview , Madras jail . Looks like you won 't take me there .
- How could you go back on your promise ?
- She is after you all the time . She will forget me if I chase her away a couple of times .
- Poor girl !
- She is tormenting me . You call her a poor girl . Infact I am the poor soul . earlier she was very black . But now she has turned bright . If you have money , you can make crows also fairer .
- Don 't say things just like that .
- will you become fair if you get money ? Do you know how fair I was as a kid ?
- The hot sun made me dark ."
870491,870491,2222351,afraid,0.8035169,"- What 's happening all of a sudden ?
- This emptiness ... I 'm afraid ... It 's nothing ."
870704,870704,1318866,afraid,0.80344325,"- It might have been better if-
- If what ?
- I 'd never made it off the farm .
- You 're exhausted , frightened ."
872607,872607,3480104,afraid,0.80281085,"- Hey Konda Reddy ! Has my son come here ? How could I judge it ?
- I can get it from your scared face . You 're shivering . You 're sweating profusely . Konda Reddy is scared because my son is here !"
872917,872917,7523890,afraid,0.80270875,"- You 're too late . I already took care of everything .
- Come . Inside the car . You 're getting sick . Please . I want to talk to you . Please , come .
- I don 't give a shit . Go home and tell it to Chloe .
- I can 't . She left me . She 's with her mother . They both got scared ."
872918,872918,7523828,afraid,0.80270875,"- You 're too late . I already took care of everything .
- Come . Inside the car . You 're getting sick . Please . I want to talk to you . Please , come .
- I don 't give a shit . Go home and tell it to Chloe .
- I can 't . She left me . She 's with her mother . They both got scared ."
874577,874577,524227,afraid,0.8021616,"- You want to set that down ?
- Oh . Here , she 'll see it right here .
- Great . So ... as a behavioral psychologist , what can you tell me about a person that would move out of a free high-rise overlooking the city ... into this a dump like this ?
- Well , in my , uh , professional view , it indicates a person to whom achieving their independence is very important .
- Mm ! But if you 're asking me as her friend , I bet it 's ' cause Catherine thinks it 's cool .
- I think they 're both right . She still drives her brother 's old car because she thinks that 's cool . I didn 't know she had a brother .
- Does he also live in Pittsburgh ?
- We don 't know where David 's gone .
- And what happened to their father ?
- Why would you ask that ?
- Oh , I 'm sorry . It 's just , you introduced yourself as Marie Burgess . Catherine goes by "" Jensen . Just must be a birth father .
- Yeah . Bastard ran off when the kids were still little . Left me with nothing .
- How did you cope ?
- Barely . I lived in places like this . Then I took a program to learn how to be a court stenographer , and that 's where I met my husband Howard . He was a family law attorney at the time . A knight in shining armor . This was coming my whole life . She just happened to be there . Now you 're my guest in this fine institution .
- So you think he doesn 't visit you , why ?
- 'Cause he was close to your wife ? Or he hates that you 're a killer ?
- He 's afraid ."
876113,876113,8116102,afraid,0.8016725,"- I 'm so sorry . Don 't worry , the dog is healthy . Sister Maksencja , get some iodine , please . No . Let 's go .
- Karol , thank God you haven 't left yet . What 's the matter ?
- Pawel and I are leaving . We are getting out of here .
- Where are you going ? How will you cross the border ?
- In the false bottom of a truck . We 're going to France and then New York . Pawel has a cousin in Brooklyn .
- When ? Tonight .
- Do you realise what you 're letting yourself in for ? And in your condition ?
- Karol , we are starving here . We are living on charity . We don 't sleep at night , listening to every sound , afraid that they 'll arrest Pawel . Or worse yet , that they just make him disappear . Everyone seems like an informer . There are so many of them . They 've completely isolated us ."
876997,876997,5187957,afraid,0.80138224,"- We were told you had more information about my father .
- Yes , and I 'm afraid it 's not good . After this morning 's incident , we went to your father 's apartment , and ... We found your sister . She had been murdered ."
879680,879680,2932680,afraid,0.8005494000000001,"- I 'm afraid Capt. Leith is pretty bad , sir .
- Can he walk ? I don 't think so .
- Barney 's afraid it 's gangrene ."
880340,880340,1032521,afraid,0.8003209,"- I didn 't get straight on the highway . But slowly drove to where our farm had once been . Still standing .
- That unsafe place . That blanked-out space where my mother so desperately invited death ."
881220,881220,8456358,afraid,0.80001557,"- Wait . The camera isn 't on . I forgot something , I 'll be back in a minute . Stay there .
- OK . I 'll wait for you here But be quick .
- Yes . I 'm afraid to be here alone ."
881600,881600,1140954,afraid,0.7998803000000001,"- Downloaded from 4DO.SE
- We 're sealed in . And it 's getting colder ."
882764,882764,3039409,afraid,0.7994983,"- They started coming in this afternoon . Mostly people who were living or working underground . Now that it 's dark , I 've had another half-dozen ... so far . All with their blood drained . And the marks . We 've had a lot of suicides , and with that , and all the craziness , I think I can keep it hidden .
- You 're exhausted . You should get some rest .
- No , there 's ... There 's too much to do . Look , someone else can handle it . There is no one else . Most of the department didn 't come in today . I 'm all alone here , and I 've got more bodies than I usually get in a month .
- You 're not alone , Nat .
- I finished Dr. Carter . There 's nothing . She killed herself ... and the world is going to end . I 'm afraid this time , Nick . I 'm really afraid .
- We 're all afraid ."
884091,884091,7005452,afraid,0.79905844,"- MOM ?
- I 'm afraid she didn 't survive . Your mom died ."
884671,884671,5191635,afraid,0.7988630999999999,"- are you scared ?
- i was scared"
885671,885671,8504612,afraid,0.7985304,"- You look good . There 's not a lot of swelling at all .
- Well , it 's still very painful . The doctor has grave concerns ."
886027,886027,5041311,afraid,0.7984245,"- Hey ! Hey , hey , whoa ! That 's assault ! And that just earned you another 90 days in the hole .
- No , please , John . Right here . Take a good look . John !
- Please , John .
- It 's Gunther . Please ! John , please !
- You 're not coming in ?
- What are you , scared ?
- You are !
- My God , you 're terrified ."
886269,886269,8003531,afraid,0.79835093,"- He did alright for a useless jerk . I might visit him one night with big Janice and let him watch . He 'd like that . He deserves a treat . I 'll get orange juice , bottle water , a wildlife , and some jam .
- What kind of jam ?
- Fuck knows ? She needs sugar . Give a toast and jam on there . Keep up the liquids . She looks OK , though . I mean ... she 's through the worst of it ? I 'll be back as soon as I can .
- How can a secure psychiatric hospital manage to lose a section patient ?
- It 's a good question . We took a roll call , and it was missing .
- What about the one to one nursing ? What about nurse Perie ?
- She 's missing too , I 'm afraid ."
886951,886951,6513236,afraid,0.7981344,"- One of you left a trail . Michael Knight 's headed over here . Now , he 's got a reason to be here . You don 't .
- I 'm here because I 'm scared !"
290961,290961,5734507,angry,0.96359444,"- Knocked the wind out of me .
- I know there 's nothing I can say , Nuck . Maybe there 's something I can do .
- For me ? How about telling the truth ?
- I was angry ."
303283,303283,3663259,angry,0.96158534,"- Stop thinking about him . l can 't . Makes me sick , too .
- I don 't want to think about him anymore . It makes me too angry ."
306794,306794,3232733,angry,0.960974,"- I can 't live with a man who shot my husband . We can be friends .
- Have you thought of this ? Are you angry with me ?
- Yes ! I was very angry !"
312149,312149,6293225,angry,0.96006143,"- Unable to forget him ?
- Tell her to sit next to him on footpath and beg from tomorrow .
- Do you know what her problem is ? You expressed your love for him openly . Now , she 's not able to move freely with us .
- I 'm angry ... I 'm irritated but I 'm unable to forget him ."
326271,326271,8775795,angry,0.95756745,"- Why do you let them insult you ?
- If our roles were reversed and this was Berlin ... you 'd find yourself doing the same . And expect to be punished .
- I 'm angry because-"
349193,349193,708742,angry,0.9533053,"- I 'll get you all !
- You grow tired . Your skills have become weak . Yet I am stronger than ever .
- Fueled by anger , by rage !"
361449,361449,1991456,angry,0.9509550999999999,"- Oyuki is engaged to Gonza ?
- And everything is ready set ?
- How that nurse spoke It makes me so angry , and jealous"
363613,363613,4935204,angry,0.9505216000000001,"- It was raining . It always rains in the Wissen .
- Mum was very angry ."
368605,368605,5001834,angry,0.94951254,"- Fig ... Is it too late to turn around ?
- Much too late .
- Holy hell !"
369107,369107,7740057,angry,0.94940627,"- Women again !
- Ever sleeped with her ?
- You must have been kissed once more !
- Angry again"
376125,376125,3667988,angry,0.9479735,"- How they fooled me !
- Only I was given the drug . Mitsuko had called Watanuki .
- It makes me so angry !"
382967,382967,4457179,angry,0.9465737,"- hope he can hold on ZhangJun ! stop play MaJiang !
- I 'm getting angryÁË"
382970,382970,625039,angry,0.94657314,"- Hurry to the kitchen to switch off the gas .
- I can 't . He said it will take at least 2 hours .
- Oh hell !"
388894,388894,8104019,angry,0.94532716,"- Hey , Dong-mi , come on out !
- And Joon , apologise !
- What the hell is this while making Kimchi ? You 're supposed to be friends
- I 'm really angry now Shoot ... how am I gonna take the Kimchi home now ?"
393204,393204,5217385,angry,0.94441545,"- Meat is something of a luxury round here , so it 's every man and boy for himself .
- Bloody hell !"
393784,393784,7096424,angry,0.94427526,"- They 're mixing something spurious in the building material back there .
- Spurious ? Where ? They 're mixing sand and cement .
- I thought you knew nothing but anger !
- It makes me angry , when something is wrong ."
