,emotion,cos_sim,high_dialog_id,high_dialog,os_dialog_id,os_dialog
17,acknowledging,0.9355,6516274,"- - You 're so beautiful .
- - So beautiful .",3062723,"- Sound.Sunday Vespers I remember when I was a child in a very small town I am glad that I 'm not still a child So am I You do not care anything about nature , do you ? You haven 't even looked Isn 't it lovely ?
- Lovely is the word Sometimes everything seems so unbelievable
- So beautiful"
18,acknowledging,0.9352,1404394,"- - Shot the bad guy .
- - Yeah . You did .
- - Yeah , you did .
- - Nice . Yeah .",925025,"- That was nice .
- Yeah , it was ."
19,acknowledging,0.9351,6516274,"- - You 're so beautiful .
- - So beautiful .",1904781,"- A copy of the so-called Aldobrandini Marriage . Prof. Meyer most kindly made it .
- Very beautiful ."
20,acknowledging,0.9339,1582093,"- - How is it now ?
- - It 's very nice .",7237336,"- How you doing ? Come on in .
- This is nice ."
21,acknowledging,0.9337,6516274,"- - You 're so beautiful .
- - So beautiful .",2165957,"- Tonight was beautiful .
- you know what 's beautiful ? you 're beautiful ."
22,acknowledging,0.9332,6635504,"- - He 's got it nice here , hasn 't he ?
- - Real nice .",3368080,"- This is nice .
- It is nice ."
23,acknowledging,0.9309,6516274,"- - You 're so beautiful .
- - So beautiful .",7891088,"- Has it been a beautiful day today ?
- it has been a very beautiful day
- really beautiful ?
- wonderfully beautiful"
24,acknowledging,0.9308,6516274,"- - You 're so beautiful .
- - So beautiful .",5106560,"- Ooh ! It 's beautiful .
- Yeah , you look stunning ."
25,acknowledging,0.9304,6516274,"- - You 're so beautiful .
- - So beautiful .",1429839,"- You know , I-I , um , I not only loved Zoey . I also loved her daughter .
- That is beautiful ."
26,acknowledging,0.9297,6516274,"- - You 're so beautiful .
- - So beautiful .",2284712,"- There 's something coming .
- Vila , get back to the ship . It 's a beautiful light .
- So beautiful .
- Vila , run . You must get back to the ship .
- So beautiful ."
27,acknowledging,0.9297,5863476,"- - So you sleep here ? Mm-hmm .
- - It 's really nice .",1802018,"- Don 't worry , Robert . It was nothing . Go back to sleep .
- Mmm , that 's nice ."
28,acknowledging,0.9296,6516274,"- - You 're so beautiful .
- - So beautiful .",3182764,"- Yuk ! This is horrible . Come on .
- Beautiful , isn 't it ?
- Absolutely beautiful ."
29,acknowledging,0.9287,1003088,"- - I told you we 'd get more done here .
- - You 're so beautiful .",8181795,"- Wait , here goes ... It 's wonderful !
- You 're beautiful ."
30,acknowledging,0.9286,6516274,"- - You 're so beautiful .
- - So beautiful .",5150906,"- I do not like . For this is good for you .
- Very beautiful ."
31,acknowledging,0.9286,4222796,"- - I must go now .
- - You 're so beautiful ...",7952924,"- Can 't you see what it costs ?
- You can 't keep it up . I own this place and I have the business .
- Look , I 've got things there . I have Jerseys , fine ones . Some of them are priceless , you know . From a priceless past .
- You go right now , ey ?
- You 're so beautiful ."
32,acknowledging,0.9285,4629126,"- - I 've never seen you around here before .
- - You are really beautiful .",2164646,"- Gee , this is the first time I 've ever been served by a naked waiter .
- You 're beautiful ."
33,acknowledging,0.9281,6516274,"- - You 're so beautiful .
- - So beautiful .",2421539,"- Beautiful . Childishly beautiful .
- Impossibly beautiful ."
34,acknowledging,0.9277,6516274,"- - You 're so beautiful .
- - So beautiful .",8717649,"- I can 't sleep , I feel like I went through the spin cycle .
- Angela is pretty , isn 't she ? .
- Very beautiful ."
35,acknowledging,0.9274,6516274,"- - You 're so beautiful .
- - So beautiful .",2045666,"- Isn 't this splendid ?
- You look very beautiful , I must say ."
36,acknowledging,0.9267,6516274,"- - You 're so beautiful .
- - So beautiful .",6201746,"- Tell me I 'm beautiful .
- You 're beautiful ."
37,acknowledging,0.9265,6036600,"- - Stay down , bitch !
- - You 're so beautiful .",3639808,"- Me too , I didn 't sleep well .
- Why ? Did something stupid ?
- One more , one less ... You 're beautiful , that 's all .
- beautiful ... I feel awful .
- You 're beautiful ."
38,acknowledging,0.926,8346832,"- - Honest . So beautiful .
- - So beautiful .",2300923,"- Lovely , lovely .
- Really lovely .
- Beautifully lovely ."
39,acknowledging,0.9257,6516274,"- - You 're so beautiful .
- - So beautiful .",2686052,"- Lobster .
- Well , this ointment should do it . How are you feeling , Adam ?
- Elaine . This is our paediatrician , Ben Pfeffer .
- Hi . Look at him , Elaine . How gorgeous is he , I ask you ?
- How gorgeous ?
- Pretty gorgeous ."
40,acknowledging,0.9255,6516274,"- - You 're so beautiful .
- - So beautiful .",8756942,"- Blindie , the weather is nice today . The sun is very strong . We need to buy suntan lotion . I want to feel the sunlight .
- You are , you just can 't see it . Be careful , the road is slanting .
- Blindie , you 're really something . You can make a wheelchair , a cane and make Dragon Dumplings .
- Thank you . What else do you know ?
- I can do this and that .
- You have a sweet mouth too . If you weren 't blind , girls would fall for you .
- Why ? Why would girls fall for me ?
- You 're quite handsome . Big eyes , striking nose , white teeth .
- Am I that handsome ?
- I didn 't know I 'm actually good-looking ! I 'm handsome !
- What I mean is you 're not ugly .
- Not ugly , quite handsome . Quite handsome is not ugly .
- How about you ? Me ? Are you quite pretty ? I am very pretty !
- Which means ?
- Very pretty is beautiful !
- Very pretty means beautiful ."
41,acknowledging,0.9255,6516274,"- - You 're so beautiful .
- - So beautiful .",3317436,"- The bridges are moving .
- So beautiful ."
42,acknowledging,0.9254,4172024,"- - I 'm sorry , I really like you , you know .
- - Now what ?
- - Just nice .",5762613,"- We come in peace .
- Do you now ?
- That must be nice ."
43,acknowledging,0.9253,6516274,"- - You 're so beautiful .
- - So beautiful .",5082496,"- What a beautiful deer !
- It is very beautiful ."
44,acknowledging,0.9253,6516274,"- - You 're so beautiful .
- - So beautiful .",7929087,"- He is so gorgeous !
- So gorgeous !"
45,acknowledging,0.9251,8346832,"- - Honest . So beautiful .
- - So beautiful .",1960551,"- Please be seated Sir , this diamond necklace is paid for ... from the donation of shop owner
- Is it nice ?
- Not bad
- It 's so beautiful !"
46,acknowledging,0.925,6516274,"- - You 're so beautiful .
- - So beautiful .",323246,"- Hello . How are you ? Did you see the white one ? It 's beautiful . It 's so beautiful . I 'd like one .
- You 're so beautiful !"
47,acknowledging,0.9242,6516274,"- - You 're so beautiful .
- - So beautiful .",5160124,"- Hubby .
- So beautiful ."
48,acknowledging,0.9242,6516274,"- - You 're so beautiful .
- - So beautiful .",6474644,"- I won 't be home later . Be good with Viviane . She 's a beautiful girl . Very .
- Very good ? Very beautiful ."
49,acknowledging,0.9236,1003088,"- - I told you we 'd get more done here .
- - You 're so beautiful .",6369527,"- Good afternoon , Miss Morris . We haven 't officially met ... but my name is Steiner . This is Doctor Land .
- How do you do , Miss Marries ?
- We were informed of your improvement .
- You are so beautiful ! Beautiful !"
50,acknowledging,0.9228,3244059,"- - It 's happening again .
- - You 're so beautiful .",8680435,"- i 've never seen you here before . This must be your first time .
- No . I come once or twice a year .
- I see . The same goes for me .
- You 're quite beautiful ."
51,acknowledging,0.9228,3244059,"- - It 's happening again .
- - You 're so beautiful .",6898267,"- I 've never seen you here before . This must be your first time .
- No . I come once or twice a year .
- I see . The same goes for me .
- You 're quite beautiful ."
52,acknowledging,0.9227,3244059,"- - It 's happening again .
- - You 're so beautiful .",1857299,"- I 'm glad to see you !
- You 're beautiful !"
53,acknowledging,0.9221,6516274,"- - You 're so beautiful .
- - So beautiful .",2335581,"- I loved it ! Loved it ! Loved it ! I wasn 't unaware of the fine tone , and the purity of the instrument 's sound . Would the great Mozartian that you 'll become , accept the humble , but sincere homage of this unconditional admirer ?
- They 're beautiful !"
54,acknowledging,0.9218,3507327,"- - She turned back .
- - Nice .",4104729,"- Very well done .
- Your mom okay with you taking the van ?
- Cool . She 'll be rewarded .
- Can you stick around for this ?
- It 's going to be glorious .
- I gotta plow the driveway .
- All right . Be gone .
- Walk with Satan . Don 't step on the pentagram .
- Nice ."
55,acknowledging,0.9218,6516274,"- - You 're so beautiful .
- - So beautiful .",3144441,"- She 's beautiful
- Yes . Very beautiful"
56,acknowledging,0.9213,1404394,"- - Shot the bad guy .
- - Yeah . You did .
- - Yeah , you did .
- - Nice . Yeah .",6083924,"- Is this guy even able to speak to us ?
- Yeah , well the doctor said that he 's recovered some since lifting sedation .
- I can just ask him who he is .
- Nicely .
- Yeah , of course ."
57,acknowledging,0.9212,1003088,"- - I told you we 'd get more done here .
- - You 're so beautiful .",7576841,"- My dear son ! What a huge place !
- From where ' when and how did you come ? First you answer me !
- Does anybody help you here ?
- They do but they 've gone today . Where ? On leave !
- That is why I wondered why my heart is sinking !
- But no problem . Now that I 'm here . I 'll do everything .
- Let me do it . Don 't touch anything . It 's a job of a minute for me . No ! Please !
- You don 't know this son . Listen ' I 'll do it . Come out . Don 't waste my time . I have lots of work ... I said no once !
- I 'll hug you . Now go home .
- My spatula .
- Can 't be sure about her ! Gets in anywhere !
- Is everything ready ?
- Then come out and see the arrangements and decorations .
- Looks good !
- You 're looking gorgeous ."
58,acknowledging,0.9212,6516274,"- - You 're so beautiful .
- - So beautiful .",4335523,"- Shruti ! Hi Hi . How are you ?
- Fine . You are looking beautiful What ?
- You are looking very beautiful ."
59,acknowledging,0.921,4172024,"- - I 'm sorry , I really like you , you know .
- - Now what ?
- - Just nice .",914237,"- And that ?
- How nice !"
60,acknowledging,0.9201,6516274,"- - You 're so beautiful .
- - So beautiful .",5897611,"- You wore that red dress .
- So beautiful ."
61,acknowledging,0.92,6516274,"- - You 're so beautiful .
- - So beautiful .",6147765,"- I like that blouse .
- Thank you . Is it silk ?
- You are so beautiful ."
62,acknowledging,0.92,6516274,"- - You 're so beautiful .
- - So beautiful .",6257837,"- You 're very pretty .
- A beauty ."
63,acknowledging,0.9194,1962809,"- - I didn 't take too long , did I ?
- - You 're so beautiful !",4190014,"- It 's not shitty here .
- You 're beautiful ."
64,acknowledging,0.9194,6516274,"- - You 're so beautiful .
- - So beautiful .",6630493,"- Beautiful , isn 't it ?
- Joseph . Beautiful , isn 't it ?
- Joseph .
- Very beautiful ."
65,acknowledging,0.9194,6516274,"- - You 're so beautiful .
- - So beautiful .",8182326,"- Your life is like a fairy tale .
- So beautiful ..."
66,acknowledging,0.9193,6516274,"- - You 're so beautiful .
- - So beautiful .",124023,"- Much better .
- You 're quite beautiful , you know that ?"
67,acknowledging,0.9189,1582093,"- - How is it now ?
- - It 's very nice .",155682,"- What was it like here when you were little ?
- It was nice ."
68,acknowledging,0.9187,6516274,"- - You 're so beautiful .
- - So beautiful .",6503002,"- Hey , let 's see what 's she 's wearing ! Why don 't we get the watch ?
- Oh , darling , it 's beautiful .
- Oh . You don 't know what this means to me .
- Really ? Those are real diamonds .
- Oh , it 's so beautiful ."
69,acknowledging,0.9182,6516274,"- - You 're so beautiful .
- - So beautiful .",3987751,"- They 're beautiful , aren 't they ?
- Yes . Very beautiful ."
70,acknowledging,0.9181,6516274,"- - You 're so beautiful .
- - So beautiful .",164160,"- Beautiful place , nah baby ?
- It 's gorgeous ."
71,acknowledging,0.9181,6635504,"- - He 's got it nice here , hasn 't he ?
- - Real nice .",6157494,"- Where you been , Cherry ?
- Dennis took me shopping .
- Ah . Bought you this ?
- Looks nice .
- Feels nice ."
72,acknowledging,0.918,6635504,"- - He 's got it nice here , hasn 't he ?
- - Real nice .",3805008,"- He works for the government , called me sweetie , and now he 's saying he 's got whiplash . It was a teeny , tiny dent .
- Well , you did hit him .
- Yeah , he was in my blind spot .
- Were you nice ?
- I was very nice !"
73,acknowledging,0.9176,6516274,"- - You 're so beautiful .
- - So beautiful .",5685350,"- Wow ... I 've never seen Qin smile so sweetly before . So Qin has a boyfriend .
- That looks so beautiful ."
74,acknowledging,0.9175,6516274,"- - You 're so beautiful .
- - So beautiful .",125430,"- Dolphins .
- Really so beautiful ."
75,acknowledging,0.9173,6516274,"- - You 're so beautiful .
- - So beautiful .",512279,"- Isn 't this lovely ?
- You . You are extremely lovely ."
76,acknowledging,0.9172,6516274,"- - You 're so beautiful .
- - So beautiful .",3719943,"- Such a beautiful night ! Mother and I sat at the seafront . Lights shimmered on the sea . Beautiful and gentle .
- So beautiful !"
77,acknowledging,0.9172,6516274,"- - You 're so beautiful .
- - So beautiful .",109210,"- Wonderful !
- Oh , it 's wonderful to be in love with you .
- Beautiful !"
78,acknowledging,0.9171,6516274,"- - You 're so beautiful .
- - So beautiful .",1169322,"- Beautiful ...
- Beautiful .
- Very cute ."
79,acknowledging,0.917,1582093,"- - How is it now ?
- - It 's very nice .",5087812,"- Me and you . Just us two .
- So you went out .
- Yup .
- Alone . So you picked her up , took her home , and had sex .
- Any good ?
- So how was it ?
- It was- - it was nice ."
80,acknowledging,0.9169,1404394,"- - Shot the bad guy .
- - Yeah . You did .
- - Yeah , you did .
- - Nice . Yeah .",878205,"- How was your day ?
- Yeah , it was fine . It was good . Somebody robbed a bank .
- Yeah , I know . I heard that .
- With machine guns , like , Al Capone . They shot hundreds of bullets . Hardly . I don 't think so . It was all over the radio . And the TV . Where have you been ?
- I was with Cat . I was helping him with his boat .
- Where ? What do you mean "" where "" ?
- At the marina . Up in Newlake .
- Does he ever pay you for stuff like that ?
- Yeah . Yeah , he does .
- Okay , okay . Nice ."
81,acknowledging,0.9165,6516274,"- - You 're so beautiful .
- - So beautiful .",3278973,"- You are so dirty .
- Let me clean you up ! You will be very beautiful !
- Very beautiful !"
82,acknowledging,0.9165,1582093,"- - How is it now ?
- - It 's very nice .",1105548,"- I thought you wouldn 't be able to come since you 're busy .
- But you really came .
- Of course I should come .
- What do you think of the view here ?
- It 's really nice ."
83,acknowledging,0.9165,6635504,"- - He 's got it nice here , hasn 't he ?
- - Real nice .",1626466,"- This is Taganka .
- true .
- How nice ."
84,acknowledging,0.9164,7291838,"- - Calm down . How beautiful you are .
- - So beautiful .",5387759,"- I 've got to admit , you re good losers
- Yeah . Well , y 'all woulda sang off-key anyway . Ughs ) whatever . Semper fi my butt .
- Cool it .
- very nice .
- beautiful ."
85,acknowledging,0.9164,6516274,"- - You 're so beautiful .
- - So beautiful .",3017298,"- Munna ! Look at what Kamalji has given me !
- It 's beautiful , isn 't it ? I didn 't want to take it . But he insisted !
- It 's so very beautiful ."
86,acknowledging,0.9163,3507327,"- - She turned back .
- - Nice .",8565149,"- I HAVE ANOTHER IDEA . EVERYTHING WOULD 'VE BEEN FINE ... IF YOU WOULD 'VE JUST STAYED OUT OF IT .
- NICE ."
87,acknowledging,0.9162,6516274,"- - You 're so beautiful .
- - So beautiful .",2448203,"- How 's my girl !
- So beautiful ."
88,acknowledging,0.9161,4629126,"- - I 've never seen you around here before .
- - You are really beautiful .",3444162,"- I 've been told this a lot but I never said it to anyone .
- You 're beautiful ."
89,acknowledging,0.916,6516274,"- - You 're so beautiful .
- - So beautiful .",7686423,"- We will wait for you .
- Give me your sword , George . Here 's Bonuk 's cap . Genevieve fell to her knees and bathed her feet in the pure , hot tears of her love . Poor girl . What a tragic fate . It 's so sad .
- That 's so beautiful ."
90,acknowledging,0.9158,6516274,"- - You 're so beautiful .
- - So beautiful .",1608015,"- Look . This is Joanie .
- Look at that smile ! It will break hearts , eh ?
- It is beautiful ."
91,acknowledging,0.9157,6516274,"- - You 're so beautiful .
- - So beautiful .",13792,"- You made me wait for so long . Come in . Come on in . Hurry up .
- You 're very wise . Come on . Let 's fulfil the dream of your house . Sit . You were very late . Lie down You 're very beautiful .
- Very beautiful ."
92,acknowledging,0.9157,6516274,"- - You 're so beautiful .
- - So beautiful .",8620942,"- Piero Maccarinelli , Laura Conti .
- You 're really beautiful ."
93,acknowledging,0.9156,1582093,"- - How is it now ?
- - It 's very nice .",4411622,"- How are you feeling now ?
- Very nice !"
94,acknowledging,0.9154,7291838,"- - Calm down . How beautiful you are .
- - So beautiful .",2609292,"- Listen how he speaks .
- So beautiful ."
95,acknowledging,0.9152,4692853,"- - All right , guys . One for everyone .
- - Nice .",607066,"- All of them !
- Nice , very nice ."
96,acknowledging,0.9151,6516274,"- - You 're so beautiful .
- - So beautiful .",1324306,"- There 's , uh , some dinner in the oven . Make sure you take it out when it dings . You don 't want your place to burn down or anything . It 's a lasagna .
- Yeah , made you a lasagna .
- Yeah , I 'll take it out .
- All right . You 're welcome .
- Overall , how does this feel ? Sarah ?
- Yup ?
- I like this one .
- This is pretty . But , I don 't know , what do you think about , like , uh , like , straps ?
- Yeah , for practical reasons , I was thinking the same thing .
- Yeah , I 'll go check in the back .
- Cool , thank you .
- Oh , and in the same price range .
- Sneaky . You know , I just sort of think like all wedding dresses look like fancy folded napkins or whatever , but ... You look really great .
- Like , really beautiful ."
97,acknowledging,0.9149,3244059,"- - It 's happening again .
- - You 're so beautiful .",1176630,"- That looks perfect I don 't know ... Trust me , it looks brilliant ! Huh ?
- Okay , if you say so .
- Erika .
- I almost didn 't recognize you .
- Yeah , it 's not exactly my style , but my roomies here thought I needed a new look . It was long overdue . And it totally suits you !
- It does .
- You look amazing !"
98,acknowledging,0.9149,6516274,"- - You 're so beautiful .
- - So beautiful .",2753249,"- Macunaimaturnedinto abeautifulprince .
- How beautiful you are !"
99,acknowledging,0.9145,6516274,"- - You 're so beautiful .
- - So beautiful .",5444304,"- Did you hear ? My friend became a father .
- I know yesterday I was there .
- And ? How do you show it to my daughter ? Is not it beautiful ?
- Very beautiful ."
100,acknowledging,0.9145,1582093,"- - How is it now ?
- - It 's very nice .",461293,"- Sheila .
- You awake ?
- That was nice ."
101,acknowledging,0.9144,1003088,"- - I told you we 'd get more done here .
- - You 're so beautiful .",3896548,"- Now I told you , you can 't keep walking around my apartment without any clothes on . There are windows .
- I knew you would clean up good .
- Look how beautiful you are ."
102,acknowledging,0.9143,4832680,"- - The room is finished . I finished it yesterday .
- - It 's really nice .",2029987,"- Objective completed .
- Very nice . Yes , very nice ."
103,acknowledging,0.9142,6516274,"- - You 're so beautiful .
- - So beautiful .",6972167,"- Hope we 're not disturbing you , Mark , but Major Clarke wants to ask some questions about your new wife . My apologies , Dr Davidson , but for the sake of red tape , without which I should be extremely unemployed ... it 's my fault . I 've been meaning to ring you but I 've been terribly busy taking over , you know . Not to worry .
- I 'm sorry , I should have notified you officially about my marriage .
- Is this her photograph ?
- Well , it 's not my mother .
- Have you another photograph ? It would brighten up my files considerably .
- Very beautiful ."
104,acknowledging,0.914,8346832,"- - Honest . So beautiful .
- - So beautiful .",8288059,"- didn 't want to wake you .
- I 'm at the studio . I 'm putting moira on the show .
- Moira on the show ?
- Beautiful . Now all you have to do is take her hand . Escort her down . Take it a little slow so you don 't trip .
- Okay , very good . Perfect .
- Great . You look beautiful , darling . Just beautiful ."
105,acknowledging,0.9137,1582093,"- - How is it now ?
- - It 's very nice .",7916957,"- Now , this is a nice space . Good street traffic . There 's great parking .
- Look , there 's already plumbing for a bunch of sinks . We could put those over here .
- God , there 's so much room . You could practically roller skate in here .
- How good are you at cutting hair on skates ?
- So , what do you think of it ?
- Well , it seems nice ."
106,acknowledging,0.9136,6516274,"- - You 're so beautiful .
- - So beautiful .",4955543,"- Yeah ! Whoa !
- That is beautiful ."
107,acknowledging,0.9135,6516274,"- - You 're so beautiful .
- - So beautiful .",7350252,"- Oh , look . How beautiful .
- It 's lovely ."
108,acknowledging,0.9133,4814308,"- - Where 's the bathroom ?
- - It 's up the stairs .
- - Thanks , Sam .
- - You 're so nice .",8581444,"- Hiya . How are you ?
- Why ? You really saved me .
- I was just doing my job . I made you a cake ; to say thank you . A cake ? Er ; Melanie ...
- I bet nobody remembers to say thank you .
- You 're right . They don 't . So go on . I used my mum 's best cooking chocolate .
- Well ... thank you . It looks very nice .
- Well ; you 're very nice .
- I 'm sure you 're very nice ; too ."
109,acknowledging,0.9133,6635504,"- - He 's got it nice here , hasn 't he ?
- - Real nice .",361203,"- So what 's your line JP ?
- I own a car dealership back in Houston .
- Ain 't you the lucky one ?
- No ma 'am . That lord has shown his smiling face on me and my family .
- That 's real nice ."
110,acknowledging,0.9133,4593323,"- - Son of a bitch . She 's crazy beautiful .
- - So beautiful .",2906399,"- So beautiful ...
- What a beautiful girl ."
111,acknowledging,0.913,1003088,"- - I told you we 'd get more done here .
- - You 're so beautiful .",6403911,"- She felt happiness in my arms , through my torture . Her death was love . I love you too .
- Yes , my little dove . I love you .
- Yes , in agony , they all love me . It was like a game when I hanged her . I will play the game , by your rules . It 'll be like never before . We 'll both be perfect and enjoy my pain .
- I want it too ! I 'll do what you want . But you 'll have to free me .
- Yes , I will . Do it . It 'll be nice for both of us , yes .
- You are so beautiful ... Beautiful ..."
112,acknowledging,0.9128,612745,"- - oh shit .
- - very nice .",7050527,"- You 're gonna die .
- Not today .
- That hurt .
- That was nice ."
113,acknowledging,0.9128,6516274,"- - You 're so beautiful .
- - So beautiful .",2714751,"- Speak to me , mate . Ye had a good heart and ye was braver than ye knew . I 'd walk the plank if I thought it would bring ye back .
- That 's beautiful .
- This is too cute ."
114,acknowledging,0.9128,6516274,"- - You 're so beautiful .
- - So beautiful .",8080187,"- Your auntie and uncles are all flying in from Malaysia and Toronto for the wedding . You have to wear a dress .
- A beautiful one ."
115,acknowledging,0.9127,1904666,"- - Allow me to lead the way .
- - Very nice .",4643069,"- Lead with those hands !
- Yeah ! Nice ."
116,acknowledging,0.9125,6516274,"- - You 're so beautiful .
- - So beautiful .",298535,"- Let me clap for the way you move , beautiful .
- Oh , beautiful ."
117,acknowledging,0.9124,6516274,"- - You 're so beautiful .
- - So beautiful .",5607043,"- I 'm really happy with how this tailored jacket has turned out . In terms of using unconventional fabrics , I think it embodies what I do as a designer . I 'm really happy with my neoprene little black dress .
- It 's quite beautiful ."
118,acknowledging,0.9123,8678050,"- - Why don 't you two get friendly ?
- - Very nice .",7933462,"- Are you nice , Ricky ?
- You seem nice ."
119,acknowledging,0.9123,6635504,"- - He 's got it nice here , hasn 't he ?
- - Real nice .",7962420,"- Fell off my bike . Two-wheeler . FRANK : Let 's go .
- There she is .
- Is this yours ? . FRANK : It 's all right . It 's good .
- Yeah , very nice ."
120,acknowledging,0.9122,1003088,"- - I told you we 'd get more done here .
- - You 're so beautiful .",6592263,"- First , you will have to flatter me .
- I 'm no poet ! I can 't write odes in your praise . I 'm just a lowly mason in the trade of putting together brick and mortar .
- At least you might try . Trying I am , sweetheart . Here stands the wall between us . I won 't listen till you 've done your bit to flatter me .
- Till then we 're walls apart .
- Is that a challenge ?
- Whatever you think .
- I 'm man enough . And in my times , I 've breached many a wall . When in love , fear not !
- Lady , you 're great . I worship you !
- Now you 're on track . You 're nice . Very nice .
- You 're beautiful . Very beautiful !"
121,acknowledging,0.9122,4547923,"- - Even harder .
- - Really smack it . It 's the only way you 're gonna feel better .
- - Nice .",2694649,"- What 's the matter , baby ?
- Don 't you want your sticky treat ?
- I 'll take a little piece of that , sunshine .
- Stop this hellishness now !
- Nice ."
122,acknowledging,0.912,1404394,"- - Shot the bad guy .
- - Yeah . You did .
- - Yeah , you did .
- - Nice . Yeah .",757929,"- You 're good !
- We 're clear .
- Yeah , yeah !"
123,acknowledging,0.912,1582093,"- - How is it now ?
- - It 's very nice .",8795321,"- Now , this is a nice space . Good street traffic , there 's great parking .
- Look , there 's already plumbing for a bunch of sinks . We could put those over here .
- God , there 's so much room . You could practically roller skate in here .
- How good are you at cutting hair on skates ?
- So what do you think of it ?
- Well , it seems nice ."
124,acknowledging,0.9117,1454422,"- - Please don 't scream .
- - You 're so beautiful .",6148669,"- You look beautiful . Did you come here by yourself ?
- No , I came with Carla .
- With Carla ?
- You 're not mad , are you ?
- I don 't know , honey . I 'm really sleepy . Just let me sleep .
- You 're so beautiful ."
125,acknowledging,0.9116,4814308,"- - Where 's the bathroom ?
- - It 's up the stairs .
- - Thanks , Sam .
- - You 're so nice .",8353649,"- You are lucky . You seem to be loving her very much . The measure of love is to love with no measure . What you said was nice . Did you think of it ?
- No , Saint Augustine did . I destroyed the jeweller 's statement . There 's no incriminating evidence left . Interrogation 's moved on to new persons now . The fingerprints found in the penthouse are almost exclusively monopolizing the investigation .
- I hope you 're satisfied .
- You 're so nice ."
126,acknowledging,0.9112,6516274,"- - You 're so beautiful .
- - So beautiful .",1669825,"- You just heard the beautifully haunting voice of Diana Demeraux in the sixth act of Mozart 's "" Magic Flute "" . The Queen of the Night comes to her daughter after she tries to commit suicide and gives her a dagger . She then encourages her to go and kill her lover .
- It 's so beautiful ."
127,acknowledging,0.911,1962809,"- - I didn 't take too long , did I ?
- - You 're so beautiful !",2320153,"- Here . Here are the keys to my apartment , they 're all yours . I 'm staying at a hotel . I like you very much .
- Be happy with Francoise . She loves you . So do the children . You will make them happier than me .
- I 'm such an idiot for not having seen this sooner .
- Don 't say anything . Life is short , very short .
- But it 's beautiful , beautiful !"
